Order_ID,Order_Date,Customer_ID,Product,category,Quantity,Price,Revenue,Profit,Payment Method,Discount
O331,11-01-2026,C321,Electric Kettle,Home Appliance,2,1800,3600,1800,Cash,0
O332,12-01-2026,C322,Mixer Grinder,Home Appliance,1,5000,5000,0,Credit,0
O333,13-01-2026,C323,Printer,Electronics,1,8000,8000,0,Cash,0.1
O334,14-01-2026,C324,AC,Electronics,1,50000,50000,0,Cash,0
O335,15-01-2026,C325,Bookshelf Rack,Furniture,4,15000,60000,45000,Cash,0.05
O336,16-01-2026,C326,Water Purifier,Home Appliance,2,5500,11000,5500,Cash,0
O337,17-01-2026,C327,Mobile,Electronics,5,20000,100000,80000,Cash,0.05
O338,18-01-2026,C328,Monitor,Electronics,1,12000,12000,0,Credit,0
O339,19-01-2026,C329,Ceiling Fan,Home Appliance,3,25000,75000,50000,Cash,0.1
O340,20-01-2026,C330,Sofa,Furniture,1,30000,30000,0,Cash,0
O341,21-01-2026,C331,Table,Furniture,5,25000,125000,100000,Cash,0.05
O342,22-01-2026,C332,Mixer Grinder,Home Appliance,1,5000,5000,0,Credit,0.1
O343,23-01-2026,C333,AC,Electronics,2,40000,80000,40000,Cash,0
O344,24-01-2026,C334,Chair,Furniture,1,6000,6000,0,Cash,0
O345,25-01-2026,C335,Laptop,Electronics,3,50000,150000,100000,Cash,0.15
O346,26-01-2026,C336,Bookshelf Rack,Furniture,1,15000,15000,0,Cash,0.05
O347,27-01-2026,C337,Electric Kettle,Home Appliance,4,1800,7200,5400,Cash,0
O348,28-01-2026,C338,Sofa,Furniture,2,30000,60000,30000,Cash,0.1
O349,29-01-2026,C339,Chair,Furniture,1,6000,6000,0,Credit,0
O350,30-01-2026,C340,Mixer Grinder,Home Appliance,1,5000,5000,0,Cash,0.05
O351,31-01-2026,C341,Mixer Grinder,Home Appliance,3,5000,15000,10000,Cash,0
O352,01-02-2026,C342,AC,Electronics,1,40000,40000,0,Cash,0
O353,02-02-2026,C343,Ceiling Fan,Home Appliance,4,25000,100000,75000,Credit,0.1
O354,03-02-2026,C344,Laptop,Electronics,1,50000,50000,0,Cash,0
O355,04-02-2026,C345,Water Purifier,Home Appliance,2,5500,11000,5500,Cash,0.05
O356,05-02-2026,C346,Sofa,Furniture,1,30000,30000,0,Cash,0
O357,06-02-2026,C347,Monitor,Electronics,5,12000,60000,48000,Cash,0.05
O358,07-02-2026,C348,Printer,Electronics,1,8000,8000,0,Credit,0
O359,08-02-2026,C349,Mobile,Electronics,4,20000,80000,60000,Cash,0.1
O360,09-02-2026,C350,Electric Kettle,Home Appliance,2,1800,3600,1800,Cash,0
O361,10-02-2026,C351,AC,Electronics,1,40000,40000,0,Cash,0.05
O362,11-02-2026,C352,Monitor,Electronics,1,12000,12000,0,Credit,0.1
O363,12-02-2026,C353,Chair,Furniture,3,6000,18000,12000,Cash,0
O364,13-02-2026,C354, AC,Electronics,1,40000,40000,0,Cash,0
O365,14-02-2026,C355,Mixer Grinder,Home Appliance,1,5000,5000,0,Cash,0.15
O366,15-02-2026,C356,Laptop,Electronics,1,50000,50000,0,Cash,0.05
O367,16-02-2026,C357,Sofa,Furniture,2,30000,60000,30000,Cash,0
O368,17-02-2026,C358,Bookshelf Rack,Furniture,1,15000,15000,0,Credit,0.1
O369,18-02-2026,C359,Mobile,Electronics,4,20000,80000,60000,Credit,0
O370,19-02-2026,C360,Electric Kettle,Home Appliance,1,1800,1800,0,Cash,0.05
O371,20-02-2026,C361,AC ,Electronics,4,40000,160000,120000,Cash,0
O372,21-02-2026,C362,Mobile,Electronics,2,20000,40000,20000,Cash,0
O373,22-02-2026,C363,Sofa,Furniture,1,30000,30000,0,Credit,0.1
O374,23-02-2026,C364,Mixer Grinder,Home Appliance,1,5000,5000,0,Credit,0
O375,24-02-2026,C365,Chair,Furniture,3,6000,18000,12000,Cash,0.05
O376,25-02-2026,C366,Mobile,Electronics,1,20000,20000,0,Cash,0
O377,26-02-2026,C367,AC,Electronics,5,40000,200000,160000,Cash,0.05
O378,27-02-2026,C368,Printer,Electronics,1,8000,8000,0,Credit,0
O379,28-02-2026,C369,Mixer Grinder,Home Appliance,2,5000,10000,5000,Cash,0.1
O380,01-03-2026,C370,Bookshelf Rack,Furniture,1,15000,15000,0,Cash,0
O381,02-03-2026,C371,Water Purifier,Home Appliance,1,5500,5500,0,Cash,0.05
O382,03-03-2026,C372,Laptop,Electronics,1,50000,50000,0,Cash,0.1
O383,04-03-2026,C373,Electric Kettle,Home Appliance,4,1800,7200,5400,Cash,0
O384,05-03-2026,C374,Mobile,Electronics,2,20000,40000,20000,Credit,0
O385,06-03-2026,C375,Table,Furniture,1,25000,25000,0,Cash,0.15
O386,07-03-2026,C376,Ceiling Fan,Home Appliance,1,25000,25000,0,Cash,0.05
O387,08-03-2026,C377,Sofa,Furniture,3,30000,90000,60000,Cash,0
O388,09-03-2026,C378,Monitor,Electronics,1,12000,12000,0,Credit,0.1
O389,10-03-2026,C379,Chair,Furniture,4,60000,240000,180000,Cash,0
O390,11-03-2026,C380,Water Purifier,Home Appliance,1,5500,5500,0,Cash,0.05
O391,12-03-2026,C381,AC,Electronics,2,40000,80000,40000,Cash,0
O392,13-03-2026,C382,Mobile,Electronics,1,20000,20000,0,Cash,0
O393,14-03-2026,C383,Printer,Electronics,5,8000,40000,32000,Cash,0.1
O394,15-03-2026,C384,Mixer Grinder,Home Appliance,1,5000,5000,0,Cash,0
O395,16-03-2026,C385,Bookshelf Rack,Furniture,4,15000,60000,45000,Credit,0.05
O396,17-03-2026,C386,Electric Kettle,Home Appliance,2,1800,3600,1800,Cash,0
O397,18-03-2026,C387, AC,Electronics,1,40000,40000,0,Cash,0.05
O398,19-03-2026,C388,Sofa,Furniture,1,30000,30000,0,Cash,0
O399,20-03-2026,C389,Mobile,Electronics,3,20000,60000,40000,Credit,0.1
O400,21-03-2026,C390,Ceiling Fan,Home Appliance,1,25000,25000,0,Cash,0
O401,22-03-2026,C391,Chair,Furniture,3,60000,180000,120000,Cash,0.05
O402,23-03-2026,C392,Monitor,Electronics,1,12000,12000,0,Cash,0.1
O403,24-03-2026,C393,Water Purifier,Home Appliance,2,5500,11000,5500,Cash,0
O404,25-03-2026,C394,Bookshelf Rack,Furniture,1,15000,15000,0,Credit,0
O405,26-03-2026,C395,Sofa,Furniture,4,30000,120000,90000,Cash,0.15
O406,27-03-2026,C396,Ceiling Fan,Home Appliance,1,25000,25000,0,Cash,0.05
O407,28-03-2026,C397,Printer,Electronics,4,8000,32000,24000,Cash,0
O408,29-03-2026,C398,AC ,Electronics,2,40000,80000,40000,Credit,0.1
O409,30-03-2026,C399,Monitor,Electronics,3,12000,36000,24000,Cash,0
O410,31-03-2026,C400,Laptop,Electronics,2,50000,100000,50000,Cash,0.05
O411,01-04-2026,C401,Sofa,Furniture,1,30000,30000,0,Cash,0
O412,02-04-2026,C402,Bookshelf Rack,Furniture,4,15000,60000,45000,Cash,0
O413,03-04-2026,C403,Electric Kettle,Home Appliance,2,1800,3600,1800,Cash,0.1
O414,04-04-2026,C404,Mobile,Electronics,1,20000,20000,0,Credit,0
O415,05-04-2026,C405,Laptop,Electronics,1,50000,50000,0,Credit,0.05
O416,06-04-2026,C406,Mobile,Electronics,3,20000,60000,40000,Cash,0
O417,07-04-2026,C407, Mixer Grinder,Home Appliance,1,5000,5000,0,Cash,0.05
O418,08-04-2026,C408, Printer,Electronics,5,8000,40000,32000,Cash,0
O419,09-04-2026,C409,Table,Furniture,1,25000,25000,0,Credit,0.1
O420,10-04-2026,C410,AC,Electronics,2,40000,80000,40000,Credit,0
O421,11-04-2026,C411,Sofa,Furniture,1,30000,30000,0,Cash,0.05
O422,12-04-2026,C412,Monitor,Electronics,1,12000,12000,0,Cash,0.1
O423,13-04-2026,C413, Chair,Furniture,1,6000,6000,0,Cash,0
O424,14-04-2026,C414,Ceiling Fan,Home Appliance,4,2500,10000,7500,Credit,0
O425,15-04-2026,C415,Electric Kettle,Home Appliance,2,1800,3600,1800,Cash,0.15
O426,16-04-2026,C416,Mixer Grinder,Home Appliance,5,5000,25000,20000,Cash,0.05
O427,17-04-2026,C417,Printer,Electronics,1,8000,8000,0,Cash,0
O428,18-04-2026,C418,AC,Electronics,3,50000,150000,100000,Cash,0.1
O429,19-04-2026,C419,Bookshelf Rack,Furniture,1,15000,15000,0,Cash,0
O430,20-04-2026,C420,Water Purifier,Home Appliance,5,5500,27500,22000,Credit,0.05
O431,21-04-2026,C421,Mobile,Electronics,1,20000,20000,0,Cash,0
O432,22-04-2026,C422,Monitor,Electronics,2,12000,24000,12000,Cash,0
O433,23-04-2026,C423,Ceiling Fan,Home Appliance,1,25000,25000,0,Cash,0.1
O434,24-04-2026,C424,Sofa,Furniture,3,30000,90000,60000,Credit,0
O435,25-04-2026,C425,Table,Furniture,1,25000,25000,0,Cash,0.05
O436,26-04-2026,C426,Mixer Grinder,Home Appliance,4,5000,20000,15000,Cash,0
O437,27-04-2026,C427,AC,Electronics,2,40000,80000,40000,Cash,0.05
O438,28-04-2026,C428,Chair,Furniture,1,6000,6000,0,Cash,0
O439,29-04-2026,C429,Laptop,Electronics,1,50000,50000,0,Cash,0.1
O440,30-04-2026,C430,Bookshelf Rack,Furniture,3,15000,45000,30000,Cash,0
O441,01-05-2026,C431,Electric Kettle,Home Appliance,1,1800,1800,0,Credit,0.05
O442,02-05-2026,C432,Sofa,Furniture,4,30000,120000,90000,Cash,0.1
O443,03-05-2026,C433,Chair,Furniture,1,6000,6000,0,Cash,0
O444,04-05-2026,C434,Mixer Grinder,Home Appliance,2,5000,10000,5000,Cash,0
O445,05-05-2026,C435,Mixer Grinder,Home Appliance,1,5000,5000,0,Credit,0.15
O446,06-05-2026,C436,AC,Electronics,5,40000,200000,160000,Cash,0.05
O447,07-05-2026,C437,Ceiling Fan,Home Appliance,1,25000,25000,0,Cash,0
O448,08-05-2026,C438,Laptop,Electronics,4,50000,200000,150000,Credit,0.1
O449,09-05-2026,C439,Water Purifier,Home Appliance,2,5500,11000,5500,Credit,0
O450,10-05-2026,C440,Sofa,Furniture,1,30000,30000,0,Cash,0.05
O451,11-05-2026,C441,Monitor,Electronics,1,12000,12000,0,Cash,0
O452,12-05-2026,C442,Printer,Electronics,3,8000,24000,16000,Cash,0
O453,13-05-2026,C443,Mobile,Electronics,1,20000,20000,0,Credit,0.1
O454,14-05-2026,C444,Electric Kettle,Home Appliance,1,1800,1800,0,Cash,0
O455,15-05-2026,C445,AC,Electronics,1,40000,40000,0,Cash,0.05
O456,16-05-2026,C446,Monitor,Electronics,2,12000,24000,12000,Cash,0
O457,17-05-2026,C447,Chair,Furniture,1,6000,6000,0,Cash,0.05
O458,18-05-2026,C448, AC,Electronics,4,40000,160000,120000,Cash,0
O459,19-05-2026,C449,Mixer Grinder,Home Appliance,1,5000,5000,0,Credit,0.1
O460,20-05-2026,C450,Laptop,Electronics,4,50000,200000,150000,Cash,0
O461,21-05-2026,C451,Sofa,Furniture,2,30000,60000,30000,Cash,0.05
O462,22-05-2026,C452,Bookshelf Rack,Furniture,1,15000,15000,0,Cash,0.1
O463,23-05-2026,C453,Mobile,Electronics,1,20000,20000,0,Credit,0
O464,24-05-2026,C454,Electric Kettle,Home Appliance,3,1800,5400,3600,Cash,0
O465,25-05-2026,C455,AC ,Electronics,1,40000,40000,0,Cash,0.15
O466,26-05-2026,C456,Mobile,Electronics,5,20000,100000,80000,Cash,0.05
O467,27-05-2026,C457,Sofa,Furniture,1,30000,30000,0,Cash,0
O468,28-05-2026,C458,Mixer Grinder,Home Appliance,2,5000,10000,5000,Cash,0.1
O469,29-05-2026,C459,Chair,Furniture,1,6000,6000,0,Cash,0
O470,30-05-2026,C460,Mobile,Electronics,1,20000,20000,0,Credit,0.05
O471,31-05-2026,C461,AC,Electronics,1,40000,40000,0,Cash,0
O472,01-06-2026,C462,Printer,Electronics,4,8000,32000,24000,Cash,0
O473,02-06-2026,C463,Mixer Grinder,Home Appliance,2,5000,10000,5000,Cash,0.1
O474,03-06-2026,C464,Bookshelf Rack,Furniture,1,15000,15000,0,Credit,0
O475,04-06-2026,C465,Water Purifier,Home Appliance,1,5500,5500,0,Cash,0.05
O476,05-06-2026,C466,Laptop,Electronics,3,50000,150000,100000,Cash,0
O477,06-06-2026,C467,Electric Kettle,Home Appliance,1,1800,1800,0,Cash,0.05
O478,07-06-2026,C468,Mobile,Electronics,4,20000,80000,60000,Cash,0
O479,08-06-2026,C469,Table,Furniture,1,25000,25000,0,Credit,0.1
O480,09-06-2026,C470,Ceiling Fan,Home Appliance,2,25000,50000,25000,Cash,0
O481,10-06-2026,C471,Sofa,Furniture,1,30000,30000,0,Cash,0.05
O482,11-06-2026,C472,Monitor,Electronics,5,12000,60000,48000,Cash,0.1
O483,12-06-2026,C473,Chair,Furniture,1,60000,60000,0,Credit,0
O484,13-06-2026,C474,Water Purifier,Home Appliance,4,5500,22000,16500,Cash,0
O485,14-06-2026,C475,AC,Electronics,2,40000,80000,40000,Cash,0.15
O486,15-06-2026,C476,Mobile,Electronics,1,20000,20000,0,Cash,0.05
O487,16-06-2026,C477,Printer,Electronics,1,8000,8000,0,Cash,0
O488,17-06-2026,C478,Mixer Grinder,Home Appliance,3,5000,15000,10000,Cash,0.1
O489,18-06-2026,C479,Bookshelf Rack,Furniture,1,15000,15000,0,Credit,0
O490,19-06-2026,C480,Electric Kettle,Home Appliance,3,1800,5400,3600,Credit,0.05
O491,20-06-2026,C481, AC,Electronics,1,40000,40000,0,Cash,0
O492,21-06-2026,C482,Sofa,Furniture,2,30000,60000,30000,Cash,0
O493,22-06-2026,C483,Mobile,Electronics,1,20000,20000,0,Cash,0.1
O494,23-06-2026,C484,Ceiling Fan,Home Appliance,4,25000,100000,75000,Credit,0
O495,24-06-2026,C485,Chair,Furniture,1,60000,60000,0,Credit,0.05
O496,25-06-2026,C486,Monitor,Electronics,4,12000,48000,36000,Cash,0
O497,26-06-2026,C487,Water Purifier,Home Appliance,2,5500,11000,5500,Cash,0.05
O498,27-06-2026,C488,Bookshelf Rack,Furniture,3,15000,45000,30000,Cash,0
O499,28-06-2026,C489,Sofa,Furniture,2,30000,60000,30000,Credit,0.1
O500,29-06-2026,C490,Ceiling Fan,Home Appliance,1,25000,25000,0,Cash,0
O501,30-06-2026,C491,Printer,Electronics,4,8000,32000,24000,Cash,0.15
O502,01-07-2026,C492,AC ,Electronics,2,40000,80000,40000,Cash,0.05
O503,02-07-2026,C493,Laptop,Electronics,1,50000,50000,0,Cash,0.05
O504,03-07-2026,C494,Mobile,Electronics,1,20000,20000,0,Cash,0.1
O505,04-07-2026,C495, Mixer Grinder,Home Appliance,3,5000,15000,10000,Credit,0
O506,05-07-2026,C496, Printer,Electronics,1,8000,8000,0,Cash,0
O507,06-07-2026,C497,Table,Furniture,5,25000,125000,100000,Cash,0.15
O508,07-07-2026,C498,AC,Electronics,1,40000,40000,0,Cash,0.05
O509,08-07-2026,C499,Sofa,Furniture,2,30000,60000,30000,Credit,0
O510,09-07-2026,C500,Monitor,Electronics,1,12000,12000,0,Cash,0.1
O511,10-07-2026,C501, Chair,Furniture,1,6000,6000,0,Cash,0
O512,11-07-2026,C502,Ceiling Fan,Home Appliance,1,2500,2500,0,Cash,0.05
O513,12-07-2026,C503,Electric Kettle,Home Appliance,4,1800,7200,5400,Cash,0
O514,13-07-2026,C504,Mixer Grinder,Home Appliance,2,5000,10000,5000,Cash,0
O515,14-07-2026,C505,Printer,Electronics,5,8000,40000,32000,Cash,0.1
O516,15-07-2026,C506,AC,Electronics,1,50000,50000,0,Credit,0
O517,16-07-2026,C507,Bookshelf Rack,Furniture,3,15000,45000,30000,Cash,0.05
O518,17-07-2026,C508,Water Purifier,Home Appliance,1,5500,5500,0,Cash,0
O519,18-07-2026,C509,Mobile,Electronics,5,20000,100000,80000,Cash,0.05
O520,19-07-2026,C510,Monitor,Electronics,1,12000,12000,0,Credit,0
O521,20-07-2026,C511,Ceiling Fan,Home Appliance,2,25000,50000,25000,Cash,0.1
O522,21-07-2026,C512,Sofa,Furniture,1,30000,30000,0,Cash,0
O523,22-07-2026,C513,Table,Furniture,3,25000,75000,50000,Cash,0.05
O524,23-07-2026,C514,AC,Electronics,1,50000,50000,0,Cash,0.1
O525,24-07-2026,C515,Laptop,Electronics,4,50000,200000,150000,Credit,0.15
O526,25-07-2026,C516,Mobile,Electronics,2,20000,40000,20000,Cash,0.05
O527,26-07-2026,C517, Mixer Grinder,Home Appliance,1,5000,5000,0,Cash,0
O528,27-07-2026,C518, Printer,Electronics,1,8000,8000,0,Cash,0.1
O529,28-07-2026,C519,Table,Furniture,3,25000,75000,50000,Credit,0
O530,29-07-2026,C520,AC,Electronics,1,40000,40000,0,Cash,0.05
O531,30-07-2026,C521,Sofa,Furniture,4,30000,120000,90000,Cash,0
O532,31-07-2026,C522,Monitor,Electronics,1,12000,12000,0,Cash,0
O533,01-08-2026,C523, Chair,Furniture,2,6000,12000,6000,Cash,0.1
O534,02-08-2026,C524,Ceiling Fan,Home Appliance,1,2500,2500,0,Cash,0
O535,03-08-2026,C525,Electric Kettle,Home Appliance,5,1800,9000,7200,Credit,0.05
O536,04-08-2026,C526,Mixer Grinder,Home Appliance,1,5000,5000,0,Credit,0
O537,05-08-2026,C527,Printer,Electronics,4,8000,32000,24000,Cash,0.05
O538,06-08-2026,C528,AC,Electronics,2,50000,100000,50000,Cash,0
O539,07-08-2026,C529,Bookshelf Rack,Furniture,1,15000,15000,0,Cash,0.1
O540,08-08-2026,C530,Water Purifier,Home Appliance,1,5500,5500,0,Credit,0
O541,09-08-2026,C531,Mobile,Electronics,3,20000,60000,40000,Credit,0.05
O542,10-08-2026,C532,Monitor,Electronics,1,12000,12000,0,Cash,0.1
O543,11-08-2026,C533,Ceiling Fan,Home Appliance,1,25000,25000,0,Cash,0
O544,12-08-2026,C534,Sofa,Furniture,1,30000,30000,0,Cash,0
O545,13-08-2026,C535,Table,Furniture,2,25000,50000,25000,Credit,0.15
O546,14-08-2026,C536,Mixer Grinder,Home Appliance,1,5000,5000,0,Cash,0.05
O547,15-08-2026,C537,AC,Electronics,4,40000,160000,120000,Cash,0
O548,16-08-2026,C538,Chair,Furniture,1,6000,6000,0,Cash,0.1
O549,17-08-2026,C539,Laptop,Electronics,4,50000,200000,150000,Cash,0
O550,18-08-2026,C540,Bookshelf Rack,Furniture,2,15000,30000,15000,Cash,0.05
O551,19-08-2026,C541,Electric Kettle,Home Appliance,1,1800,1800,0,Credit,0
O552,20-08-2026,C542,Sofa,Furniture,1,30000,30000,0,Cash,0
O553,21-08-2026,C543,Chair,Furniture,3,6000,18000,12000,Cash,0.1
O554,22-08-2026,C544,Mixer Grinder,Home Appliance,1,5000,5000,0,Cash,0
O555,23-08-2026,C545,Mixer Grinder,Home Appliance,5,5000,25000,20000,Credit,0.05
O556,24-08-2026,C546,AC,Electronics,1,40000,40000,0,Cash,0
O557,25-08-2026,C547,Ceiling Fan,Home Appliance,2,25000,50000,25000,Cash,0.05
O558,26-08-2026,C548,Laptop,Electronics,1,50000,50000,0,Cash,0
O559,27-08-2026,C549,Water Purifier,Home Appliance,1,5500,5500,0,Cash,0.1
O560,28-08-2026,C550,Sofa,Furniture,1,30000,30000,0,Cash,0
O561,29-08-2026,C551,Monitor,Electronics,4,12000,48000,36000,Cash,0.05
O562,30-08-2026,C552,Printer,Electronics,2,8000,16000,8000,Credit,0.1
O563,31-08-2026,C553,Mobile,Electronics,1,20000,20000,0,Cash,0
O564,01-09-2026,C554,Electric Kettle,Home Appliance,1,1800,1800,0,Cash,0
O565,02-09-2026,C555,AC,Electronics,3,40000,120000,80000,Cash,0.15
O566,03-09-2026,C556,Monitor,Electronics,1,12000,12000,0,Credit,0.05
O567,04-09-2026,C557,Chair,Furniture,4,6000,24000,18000,Cash,0
O568,05-09-2026,C558, AC,Electronics,1,40000,40000,0,Cash,0.1
O569,06-09-2026,C559,Mixer Grinder,Home Appliance,2,5000,10000,5000,Credit,0
O570,07-09-2026,C560,Laptop,Electronics,1,50000,50000,0,Credit,0.05
O571,08-09-2026,C561,Sofa,Furniture,5,30000,150000,120000,Cash,0
O572,09-09-2026,C562,Bookshelf Rack,Furniture,1,15000,15000,0,Cash,0
O573,10-09-2026,C563,Mobile,Electronics,4,20000,80000,60000,Cash,0.1
O574,11-09-2026,C564,Electric Kettle,Home Appliance,2,1800,3600,1800,Credit,0
O575,12-09-2026,C565,AC ,Electronics,1,40000,40000,0,Cash,0.05
O576,13-09-2026,C566,Mobile,Electronics,1,20000,20000,0,Cash,0
O577,14-09-2026,C567,Sofa,Furniture,3,30000,90000,60000,Cash,0.05
O578,15-09-2026,C568,Mixer Grinder,Home Appliance,1,5000,5000,0,Cash,0
O579,16-09-2026,C569,Chair,Furniture,3,6000,18000,12000,Cash,0.1
O580,17-09-2026,C570,Mobile,Electronics,1,20000,20000,0,Credit,0
O581,18-09-2026,C571,AC,Electronics,2,40000,80000,40000,Cash,0.05
O582,19-09-2026,C572,Printer,Electronics,1,8000,8000,0,Cash,0.1
O583,20-09-2026,C573,Mixer Grinder,Home Appliance,4,5000,20000,15000,Cash,0
O584,21-09-2026,C574,Bookshelf Rack,Furniture,1,15000,15000,0,Credit,0
O585,22-09-2026,C575,Water Purifier,Home Appliance,4,5500,22000,16500,Cash,0.15
O586,23-09-2026,C576,Laptop,Electronics,2,50000,100000,50000,Cash,0.05
O587,24-09-2026,C577,Electric Kettle,Home Appliance,3,1800,5400,3600,Cash,0
O588,25-09-2026,C578,Mobile,Electronics,2,20000,40000,20000,Cash,0.1
O589,26-09-2026,C579,Table,Furniture,1,25000,25000,0,Cash,0
O590,27-09-2026,C580,Ceiling Fan,Home Appliance,4,25000,100000,75000,Cash,0.05
O591,28-09-2026,C581,Sofa,Furniture,2,30000,60000,30000,Credit,0
O592,29-09-2026,C582,Monitor,Electronics,1,12000,12000,0,Cash,0
O593,30-09-2026,C583,Chair,Furniture,1,60000,60000,0,Cash,0.1
O594,01-10-2026,C584,Water Purifier,Home Appliance,3,5500,16500,11000,Cash,0
O595,02-10-2026,C585,AC,Electronics,1,40000,40000,0,Credit,0.05
O596,03-10-2026,C586,Mobile,Electronics,5,20000,100000,80000,Cash,0
O597,04-10-2026,C587,Printer,Electronics,1,8000,8000,0,Cash,0.05
O598,05-10-2026,C588,Mixer Grinder,Home Appliance,2,5000,10000,5000,Cash,0
O599,06-10-2026,C589,Bookshelf Rack,Furniture,1,15000,15000,0,Cash,0.1
O600,07-10-2026,C590,Electric Kettle,Home Appliance,1,1800,1800,0,Credit,0
O601,08-10-2026,C591, AC,Electronics,1,40000,40000,0,Cash,0.05
O602,09-10-2026,C592,Sofa,Furniture,4,30000,120000,90000,Cash,0.1
O603,10-10-2026,C593,Mobile,Electronics,2,20000,40000,20000,Cash,0
O604,11-10-2026,C594,Ceiling Fan,Home Appliance,5,25000,125000,100000,Credit,0
O605,12-10-2026,C595,Chair,Furniture,1,60000,60000,0,Cash,0.15
O606,13-10-2026,C596,Monitor,Electronics,3,12000,36000,24000,Cash,0.05
O607,14-10-2026,C597,Water Purifier,Home Appliance,1,5500,5500,0,Cash,0
O608,15-10-2026,C598,Bookshelf Rack,Furniture,5,15000,75000,60000,Cash,0.1
O609,16-10-2026,C599,Sofa,Furniture,1,30000,30000,0,Cash,0
O610,17-10-2026,C600,Ceiling Fan,Home Appliance,2,25000,50000,25000,Credit,0.05
O611,18-10-2026,C601,Printer,Electronics,1,8000,8000,0,Credit,0
O612,19-10-2026,C602,AC ,Electronics,3,40000,120000,80000,Cash,0
O613,20-10-2026,C603,Monitor,Electronics,1,12000,12000,0,Cash,0.1
O614,21-10-2026,C604,Laptop,Electronics,4,50000,200000,150000,Cash,0
O615,22-10-2026,C605,Sofa,Furniture,2,30000,60000,30000,Credit,0.05
O616,23-10-2026,C606,Bookshelf Rack,Furniture,1,15000,15000,0,Credit,0
O617,24-10-2026,C607,Electric Kettle,Home Appliance,1,1800,1800,0,Cash,0.05
O618,25-10-2026,C608,Mobile,Electronics,3,20000,60000,40000,Cash,0
O619,26-10-2026,C609,Laptop,Electronics,1,50000,50000,0,Cash,0.1
O620,27-10-2026,C610,Mobile,Electronics,4,20000,80000,60000,Credit,0
O621,28-10-2026,C611, Mixer Grinder,Home Appliance,1,5000,5000,0,Cash,0.05
O622,29-10-2026,C612, Printer,Electronics,2,8000,16000,8000,Cash,0.1
O623,30-10-2026,C613,Table,Furniture,1,25000,25000,0,Cash,0
O624,31-10-2026,C614,AC,Electronics,5,40000,200000,160000,Cash,0
O625,01-11-2026,C615,Sofa,Furniture,1,30000,30000,0,Cash,0.15
O626,02-11-2026,C616,Monitor,Electronics,4,12000,48000,36000,Credit,0.05
O627,03-11-2026,C617, Chair,Furniture,2,6000,12000,6000,Cash,0
O628,04-11-2026,C618,Ceiling Fan,Home Appliance,1,2500,2500,0,Cash,0.1
O629,05-11-2026,C619,Electric Kettle,Home Appliance,1,1800,1800,0,Cash,0
O630,06-11-2026,C620,Mixer Grinder,Home Appliance,3,5000,15000,10000,Credit,0.05
O631,07-11-2026,C621,Printer,Electronics,1,8000,8000,0,Cash,0
O632,08-11-2026,C622,AC,Electronics,1,50000,50000,0,Cash,0
O633,09-11-2026,C623,Bookshelf Rack,Furniture,1,15000,15000,0,Cash,0.1
O634,10-11-2026,C624,Water Purifier,Home Appliance,2,5500,11000,5500,Cash,0
O635,11-11-2026,C625,Mobile,Electronics,1,20000,20000,0,Cash,0.05
O636,12-11-2026,C626,Monitor,Electronics,4,12000,48000,36000,Cash,0
O637,13-11-2026,C627,Ceiling Fan,Home Appliance,1,25000,25000,0,Credit,0.05
O638,14-11-2026,C628,Sofa,Furniture,4,30000,120000,90000,Cash,0
O639,15-11-2026,C629,Table,Furniture,2,25000,50000,25000,Cash,0.1
O640,16-11-2026,C630,Mixer Grinder,Home Appliance,1,5000,5000,0,Cash,0
O641,17-11-2026,C631,Laptop,Electronics,1,50000,50000,0,Credit,0.05
O642,18-11-2026,C632,Mobile,Electronics,4,20000,80000,60000,Cash,0.1
O643,19-11-2026,C633, Mixer Grinder,Home Appliance,2,5000,10000,5000,Cash,0
O644,20-11-2026,C634, Printer,Electronics,1,8000,8000,0,Cash,0
O645,21-11-2026,C635,Table,Furniture,1,25000,25000,0,Cash,0.15
O646,22-11-2026,C636,AC,Electronics,3,40000,120000,80000,Credit,0.05
O647,23-11-2026,C637,Sofa,Furniture,1,30000,30000,0,Credit,0
O648,24-11-2026,C638,Monitor,Electronics,4,12000,48000,36000,Cash,0.1
O649,25-11-2026,C639, Chair,Furniture,1,6000,6000,0,Cash,0
O650,26-11-2026,C640,Ceiling Fan,Home Appliance,2,2500,5000,2500,Cash,0.05
O651,27-11-2026,C641,Electric Kettle,Home Appliance,1,1800,1800,0,Cash,0
O652,28-11-2026,C642,Mixer Grinder,Home Appliance,5,5000,25000,20000,Cash,0
O653,29-11-2026,C643,Printer,Electronics,1,8000,8000,0,Cash,0.1
O654,30-11-2026,C644,AC,Electronics,4,50000,200000,150000,Cash,0
O655,01-12-2026,C645,Bookshelf Rack,Furniture,2,15000,30000,15000,Credit,0.05
O656,02-12-2026,C646,Water Purifier,Home Appliance,1,5500,5500,0,Cash,0
O657,03-12-2026,C647,Mobile,Electronics,1,20000,20000,0,Credit,0.05
O658,04-12-2026,C648,Monitor,Electronics,3,12000,36000,24000,Cash,0
O659,05-12-2026,C649,Ceiling Fan,Home Appliance,1,25000,25000,0,Credit,0.1
O660,06-12-2026,C650,Sofa,Furniture,3,30000,90000,60000,Cash,0
O661,07-12-2026,C651,Table,Furniture,1,25000,25000,0,Cash,0.05
O662,08-12-2026,C652,Mixer Grinder,Home Appliance,2,5000,10000,5000,Cash,0.1
