Order_id,Product Name,Category,Region,Quantity,Sales,Profit,Order Date,,
O886,Monitor,Accessories,North,7,875,203.63,20-10-2022,,
O887,Headphones,Accessories,South,4,1208,115.13,20-10-2022,,
O888,Headphones,Accessories,South,2,352,54.19,20-10-2022,,
O889,Printer,Office,West,6,4266,357.51,20-10-2022,,
O890,Tablet,Electronics,North,7,1841,496.89,20-10-2022,,
O891,Camera,Electronics,East,1,712,89.5,20-10-2022,,
O892,Printer,Office,West,2,724,72.19,20-10-2022,,
O893,Smartphone,Electronics,West,8,5832,662.72,20-10-2022,,
O894,Keyboard,Accessories,South,6,4188,989.14,20-10-2022,,
O895,Tablet,Electronics,West,1,392,50.7,21-10-2022,,
O896,Laptop,Electronics,East,9,963,49.71,21-10-2022,,
O897,Camera,Electronics,West,6,5706,319.46,21-10-2022,,
O898,Headphones,Accessories,West,7,1365,312.04,21-10-2022,,
O899,Headphones,Accessories,South,1,202,11.24,21-10-2022,,
O900,Smartphone,Electronics,North,9,2430,613.67,22-10-2022,,
O901,Monitor,Accessories,South,3,2670,515.39,22-10-2022,,
O902,Tablet,Electronics,South,7,2758,520.66,22-10-2022,,
O903,Monitor,Accessories,South,9,873,82.35,22-10-2022,,
O904,Smartwatch,Electronics,West,9,7245,1410.92,23-10-2022,,
O905,Camera,Electronics,North,4,960,255.24,23-10-2022,,
O906,Smartwatch,Electronics,East,4,1284,171.02,23-10-2022,,
O907,Mouse,Accessories,West,4,512,110.47,23-10-2022,,
O908,Smartwatch,Electronics,South,9,9729,2039.41,23-10-2022,,
O909,Camera,Electronics,North,5,1580,166.16,24-10-2022,,
O910,Mouse,Accessories,East,8,976,234.24,24-10-2022,,
O911,Printer,Office,North,8,1824,495.35,24-10-2022,,
O912,Smartphone,Electronics,South,4,3188,202.81,25-10-2022,,
O913,Camera,Electronics,East,7,5467,556.02,25-10-2022,,
O914,Smartphone,Electronics,South,6,5406,1277.46,26-10-2022,,
O915,Headphones,Accessories,East,8,2984,742.31,27-10-2022,,
O916,Printer,Office,North,1,919,193.35,27-10-2022,,
O917,Camera,Electronics,South,6,1686,426.72,28-10-2022,,
O918,Laptop,Electronics,West,7,4165,493.24,28-10-2022,,
O919,Smartphone,Electronics,West,7,1281,282.63,29-10-2022,,
O920,Smartwatch,Electronics,East,3,2829,362.16,29-10-2022,,
O921,Monitor,Accessories,West,3,2211,292.31,29-10-2022,,
O922,Headphones,Accessories,East,4,4740,607.81,29-10-2022,,
O923,Camera,Electronics,East,1,718,169.09,30-10-2022,,
O924,Headphones,Accessories,North,6,1716,108.81,30-10-2022,,
O925,Monitor,Accessories,South,7,1547,152.59,31-10-2022,,
O926,Mouse,Accessories,North,1,739,111.18,31-10-2022,,
O927,Laptop,Electronics,West,3,819,231.88,01-11-2022,,
O928,Laptop,Electronics,South,8,5696,1156.3,01-11-2022,,
O929,Monitor,Accessories,South,2,1706,184.71,01-11-2022,,
O930,Camera,Electronics,North,2,2066,608.23,01-11-2022,,
O931,Laptop,Electronics,North,2,256,35.66,02-11-2022,,
O932,Smartphone,Electronics,North,2,1102,182.54,02-11-2022,,
O933,Monitor,Accessories,North,8,2872,483.94,02-11-2022,,
O934,Tablet,Electronics,East,4,2584,394.52,03-11-2022,,
O935,Mouse,Accessories,North,2,1366,298.32,03-11-2022,,
O936,Smartwatch,Electronics,South,7,1253,354.23,03-11-2022,,
O937,Laptop,Electronics,West,7,2618,300.81,04-11-2022,,
O938,Headphones,Accessories,East,9,6822,1811.37,04-11-2022,,
O939,Keyboard,Accessories,East,6,5286,636.16,04-11-2022,,
O940,Monitor,Accessories,North,1,579,133.57,04-11-2022,,
O941,Laptop,Electronics,West,8,1392,190.99,04-11-2022,,
O942,Laptop,Electronics,West,9,2493,696.69,04-11-2022,,
O943,Smartphone,Electronics,North,7,6461,766.45,05-11-2022,,
O944,Tablet,Electronics,East,2,1486,201.07,05-11-2022,,
O945,Printer,Office,South,1,1152,280.28,06-11-2022,,
O946,Smartwatch,Electronics,West,2,1750,103.99,06-11-2022,,
O947,Smartphone,Electronics,West,7,4417,495.37,06-11-2022,,
O948,Laptop,Electronics,South,4,3724,276.85,07-11-2022,,
O949,Camera,Electronics,West,3,2220,121.14,07-11-2022,,
O950,Monitor,Accessories,West,8,9104,2620.58,07-11-2022,,
O951,Printer,Office,West,3,3093,584.23,07-11-2022,,
O952,Headphones,Accessories,South,6,3048,842.24,07-11-2022,,
O953,Smartphone,Electronics,North,1,161,36.58,07-11-2022,,
O954,Monitor,Accessories,West,7,7238,1889.69,08-11-2022,,
O955,Smartphone,Electronics,North,3,3561,347.31,09-11-2022,,
O956,Monitor,Accessories,North,5,1850,534.39,10-11-2022,,
O957,Mouse,Accessories,West,6,3522,626.72,10-11-2022,,
O958,Smartwatch,Electronics,East,1,584,172.4,10-11-2022,,
O959,Smartphone,Electronics,East,4,2556,412.44,11-11-2022,,
O960,Smartphone,Electronics,South,2,348,56.31,11-11-2022,,
O961,Monitor,Accessories,South,9,1602,142.49,12-11-2022,,
O962,Monitor,Accessories,South,3,2853,437.59,12-11-2022,,
O963,Printer,Office,West,1,1024,230.3,12-11-2022,,
O964,Camera,Electronics,East,5,4485,1324.49,13-11-2022,,
O965,Printer,Office,East,2,436,79.69,13-11-2022,,
O966,Smartwatch,Electronics,North,2,2232,150.12,13-11-2022,,
O967,Keyboard,Accessories,South,6,7056,1445.01,14-11-2022,,
O968,Keyboard,Accessories,East,5,875,96.65,14-11-2022,,
O969,Smartwatch,Electronics,East,3,315,61.94,14-11-2022,,
O970,Laptop,Electronics,East,2,358,51.75,14-11-2022,,
O971,Camera,Electronics,South,7,3451,194.42,15-11-2022,,
O972,Laptop,Electronics,North,9,1350,189.13,15-11-2022,,
O973,Tablet,Electronics,West,8,3320,413.32,16-11-2022,,
O974,Mouse,Accessories,North,9,8442,940.33,16-11-2022,,
O975,Keyboard,Accessories,South,1,166,31.97,16-11-2022,,
O976,Mouse,Accessories,North,5,3720,448.6,17-11-2022,,
O977,Laptop,Electronics,South,2,1090,136.65,17-11-2022,,
O978,Laptop,Electronics,West,9,9783,2347.49,17-11-2022,,
O979,Smartphone,Electronics,North,4,2432,657.18,18-11-2022,,
O980,Mouse,Accessories,North,7,4060,291.42,18-11-2022,,
O981,Smartwatch,Electronics,North,1,387,99.59,19-11-2022,,
O982,Smartwatch,Electronics,North,3,966,120.56,19-11-2022,,
O983,Tablet,Electronics,North,3,3366,882.29,19-11-2022,,
O984,Monitor,Accessories,West,7,7833,1843.94,19-11-2022,,
O985,Monitor,Accessories,West,1,610,33.55,20-11-2022,,
O986,Smartwatch,Electronics,West,8,4288,597.09,21-11-2022,,
O987,Printer,Office,North,9,7740,605.35,21-11-2022,,
O988,Smartwatch,Electronics,West,9,3150,457.13,21-11-2022,,
O989,Keyboard,Accessories,West,2,894,224.75,22-11-2022,,
O990,Laptop,Electronics,North,8,7544,1219.73,22-11-2022,,
O991,Keyboard,Accessories,North,8,6360,1871.88,22-11-2022,,
O992,Smartphone,Electronics,West,4,2428,485.75,23-11-2022,,
O993,Headphones,Accessories,South,2,574,38.52,23-11-2022,,
O994,Keyboard,Accessories,West,6,6744,660.47,24-11-2022,,
O995,Headphones,Accessories,North,6,798,213.4,24-11-2022,,
O996,Printer,Office,North,5,2860,339,24-11-2022,,
O997,Printer,Office,South,5,5410,1129.77,24-11-2022,,
O998,Laptop,Electronics,West,5,4445,580.15,25-11-2022,,
O999,Smartwatch,Electronics,South,8,7536,1197.09,26-11-2022,,
O1000,Monitor,Accessories,North,7,4165,263.26,26-11-2022,,
O1001,Laptop,Electronics,East,3,3021,763.99,26-11-2022,,
O1002,Keyboard,Accessories,North,2,310,70.66,26-11-2022,,
O1003,Headphones,Accessories,South,2,2170,522,27-11-2022,,
O1004,Tablet,Electronics,West,3,2832,317.76,27-11-2022,,
O1005,Smartwatch,Electronics,West,5,3945,392.09,27-11-2022,,
O1006,Tablet,Electronics,South,4,2104,308,28-11-2022,,
O1007,Monitor,Accessories,South,2,2060,517.64,28-11-2022,,
O1008,Printer,Office,North,4,1060,155.78,28-11-2022,,
O1009,Smartwatch,Electronics,South,6,810,108.61,28-11-2022,,
O1010,Laptop,Electronics,West,3,873,57.42,29-11-2022,,
O1011,Tablet,Electronics,West,5,595,121.11,29-11-2022,,
O1012,Laptop,Electronics,West,2,1562,119.56,30-11-2022,,
O1013,Smartwatch,Electronics,East,9,5337,1575.99,30-11-2022,,
O1014,Printer,Office,North,2,212,13.4,30-11-2022,,
O1015,Printer,Office,East,8,2704,705.74,01-12-2022,,
O1016,Laptop,Electronics,North,5,3225,523.32,01-12-2022,,
O1017,Monitor,Accessories,North,2,1342,184.59,02-12-2022,,
O1018,Mouse,Accessories,South,7,3395,1012.78,02-12-2022,,
O1019,Smartwatch,Electronics,East,4,3968,480.72,02-12-2022,,
O1020,Smartphone,Electronics,West,5,4555,776.65,03-12-2022,,
O1021,Tablet,Electronics,West,2,2132,365.44,03-12-2022,,
O1022,Mouse,Accessories,West,6,6516,842.83,03-12-2022,,
O1023,Smartwatch,Electronics,North,2,2040,481.15,04-12-2022,,
O1024,Mouse,Accessories,East,6,6126,428.38,04-12-2022,,
O1025,Smartwatch,Electronics,West,8,520,30.58,04-12-2022,,
O1026,Camera,Electronics,South,5,4470,526.96,05-12-2022,,
O1027,Smartwatch,Electronics,West,8,5504,1196.78,05-12-2022,,
O1028,Headphones,Accessories,West,4,3036,511.69,05-12-2022,,
O1029,Smartwatch,Electronics,East,5,2725,308.29,05-12-2022,,
O1030,Printer,Office,North,8,4080,336.96,06-12-2022,,
O1031,Keyboard,Accessories,North,8,3080,776.6,06-12-2022,,
O1032,Smartwatch,Electronics,North,5,1525,413.75,06-12-2022,,
O1033,Monitor,Accessories,South,4,1332,342.85,06-12-2022,,
O1034,Smartphone,Electronics,South,7,4669,803.21,07-12-2022,,
O1035,Smartwatch,Electronics,West,6,5310,1099.84,07-12-2022,,
O1036,Camera,Electronics,East,8,9392,2651.84,07-12-2022,,
O1037,Monitor,Accessories,South,5,1350,198.19,08-12-2022,,
O1038,Monitor,Accessories,North,4,3648,768.61,09-12-2022,,
O1039,Printer,Office,North,2,300,47.59,09-12-2022,,
O1040,Smartphone,Electronics,North,3,3408,727.26,09-12-2022,,
O1041,Keyboard,Accessories,South,9,4302,475.96,10-12-2022,,
O1042,Keyboard,Accessories,South,5,4575,771.24,10-12-2022,,
O1043,Laptop,Electronics,East,8,9304,1855.7,10-12-2022,,
O1044,Monitor,Accessories,East,4,1928,232.48,11-12-2022,,
O1045,Printer,Office,East,2,1042,86.24,11-12-2022,,
O1046,Tablet,Electronics,East,3,2214,507.7,12-12-2022,,
O1047,Keyboard,Accessories,South,4,3024,678.26,12-12-2022,,
O1048,Camera,Electronics,East,2,1104,173.01,14-12-2022,,
O1049,Mouse,Accessories,East,8,6056,1631.71,14-12-2022,,
O1050,Mouse,Accessories,South,5,5295,1375.98,14-12-2022,,
O1051,Smartphone,Electronics,North,4,3668,839.4,14-12-2022,,
O1052,Printer,Office,South,9,4293,295.47,14-12-2022,,
O1053,Mouse,Accessories,North,7,5789,950.45,14-12-2022,,
O1054,Smartwatch,Electronics,North,6,4440,800.92,14-12-2022,,
O1055,Printer,Office,South,5,5515,330.02,15-12-2022,,
O1056,Camera,Electronics,North,4,784,192.77,15-12-2022,,
O1057,Laptop,Electronics,East,4,576,156.59,15-12-2022,,
O1058,Smartwatch,Electronics,West,5,705,198.62,15-12-2022,,
O1059,Keyboard,Accessories,North,6,4458,1215.3,15-12-2022,,
O1060,Smartphone,Electronics,East,6,6780,811.92,16-12-2022,,
O1061,Smartwatch,Electronics,North,5,3970,642.7,17-12-2022,,
O1062,Monitor,Accessories,North,7,5131,368.11,17-12-2022,,
O1063,Laptop,Electronics,East,7,1750,90.21,17-12-2022,,
O1064,Tablet,Electronics,East,7,8337,753.35,17-12-2022,,
O1065,Keyboard,Accessories,East,9,9810,549.46,18-12-2022,,
O1066,Keyboard,Accessories,East,3,2658,794.36,18-12-2022,,
O1067,Printer,Office,West,1,473,43.65,18-12-2022,,
O1068,Tablet,Electronics,North,9,2205,410.01,19-12-2022,,
O1069,Smartphone,Electronics,South,9,6948,1409.3,19-12-2022,,
O1070,Tablet,Electronics,North,3,774,212.02,19-12-2022,,
O1071,Tablet,Electronics,North,3,2532,343.13,20-12-2022,,
O1072,Laptop,Electronics,West,7,6587,1173.91,21-12-2022,,
O1073,Smartphone,Electronics,East,7,7266,806.79,21-12-2022,,
O1074,Smartphone,Electronics,East,7,6867,502.06,21-12-2022,,
O1075,Camera,Electronics,South,9,4887,396.36,22-12-2022,,
O1076,Mouse,Accessories,West,4,864,251.99,22-12-2022,,
O1077,Smartphone,Electronics,East,6,5190,1215.07,23-12-2022,,
O1078,Keyboard,Accessories,South,8,2128,294.45,23-12-2022,,
O1079,Mouse,Accessories,East,2,1718,218.82,23-12-2022,,
O1080,Smartphone,Electronics,North,2,1270,229.39,23-12-2022,,
O1081,Keyboard,Accessories,East,7,2569,130.19,24-12-2022,,
O1082,Printer,Office,South,2,1518,262.65,24-12-2022,,
O1083,Headphones,Accessories,South,2,1210,268.37,25-12-2022,,
O1084,Mouse,Accessories,East,2,1128,94.13,25-12-2022,,
O1085,Headphones,Accessories,North,1,1077,77.97,26-12-2022,,
O1086,Keyboard,Accessories,East,6,2244,517.47,26-12-2022,,
O1087,Mouse,Accessories,West,8,1608,464.18,27-12-2022,,
O1088,Camera,Electronics,West,5,3685,476.2,27-12-2022,,
O1089,Camera,Electronics,North,8,4080,1079.49,28-12-2022,,
O1090,Monitor,Accessories,North,1,404,84.4,29-12-2022,,
O1091,Keyboard,Accessories,South,2,1738,163.38,29-12-2022,,
O1092,Printer,Office,West,3,828,210.33,30-12-2022,,
O1093,Mouse,Accessories,North,4,4344,461.72,31-12-2022,,
O1094,Tablet,Electronics,North,1,1130,268.88,31-12-2022,,
O1095,Headphones,Accessories,North,3,1698,304.91,01-01-2023,,
O1096,Tablet,Electronics,East,4,844,136.02,01-01-2023,,
O1097,Printer,Office,West,2,2286,218.18,01-01-2023,,
O1098,Camera,Electronics,East,2,1026,170.31,01-01-2023,,
O1099,Laptop,Electronics,West,6,6984,1433.65,02-01-2023,,
O1100,Monitor,Accessories,West,4,1672,432.35,02-01-2023,,
O1101,Laptop,Electronics,North,6,1092,63.98,02-01-2023,,
O1102,Headphones,Accessories,South,2,272,24.71,03-01-2023,,
O1103,Headphones,Accessories,West,2,1126,204.99,03-01-2023,,
O1104,Mouse,Accessories,West,7,8155,2177.38,03-01-2023,,
O1105,Smartwatch,Electronics,East,7,4298,358.38,03-01-2023,,
O1106,Smartphone,Electronics,East,5,1365,310.66,03-01-2023,,
O1107,Camera,Electronics,West,6,4116,381.35,03-01-2023,,
O1108,Headphones,Accessories,South,8,904,181.45,04-01-2023,,
O1109,Smartwatch,Electronics,South,1,70,10.64,05-01-2023,,
O1110,Keyboard,Accessories,East,2,344,72.87,06-01-2023,,
O1111,Printer,Office,East,1,330,78.52,06-01-2023,,
O1112,Headphones,Accessories,South,2,518,34.22,06-01-2023,,
O1113,Mouse,Accessories,North,9,2763,458.4,06-01-2023,,
O1114,Smartwatch,Electronics,North,2,2298,343.53,07-01-2023,,
O1115,Monitor,Accessories,South,1,436,73.89,08-01-2023,,
O1116,Mouse,Accessories,East,6,1824,213.47,08-01-2023,,
O1117,Laptop,Electronics,North,5,1540,411.83,08-01-2023,,
O1118,Tablet,Electronics,East,7,5572,385.82,08-01-2023,,
O1119,Monitor,Accessories,East,6,3030,335.71,08-01-2023,,
O1120,Monitor,Accessories,West,5,1245,345.84,08-01-2023,,
O1121,Tablet,Electronics,South,4,1252,326.69,09-01-2023,,
O1122,Camera,Electronics,North,9,4959,479.28,09-01-2023,,
O1123,Monitor,Accessories,West,7,8162,443.81,09-01-2023,,
O1124,Monitor,Accessories,East,5,1370,253.92,10-01-2023,,
O1125,Tablet,Electronics,North,3,3111,607.23,10-01-2023,,
O1126,Mouse,Accessories,South,7,7805,1078.03,11-01-2023,,
O1127,Smartphone,Electronics,South,9,10314,2729.6,11-01-2023,,
O1128,Keyboard,Accessories,South,9,10782,2730.14,11-01-2023,,
O1129,Monitor,Accessories,West,5,4375,987.96,11-01-2023,,
O1130,Monitor,Accessories,North,5,2265,595.05,12-01-2023,,
O1131,Laptop,Electronics,East,1,166,9.69,12-01-2023,,
O1132,Headphones,Accessories,North,7,7217,1481.7,12-01-2023,,
O1133,Tablet,Electronics,East,3,1767,186.54,13-01-2023,,
O1134,Laptop,Electronics,East,3,2883,557.81,13-01-2023,,
O1135,Smartwatch,Electronics,South,3,1338,396.08,13-01-2023,,
O1136,Printer,Office,East,9,9459,604.06,13-01-2023,,
O1137,Printer,Office,North,3,168,45.31,13-01-2023,,
O1138,Smartphone,Electronics,South,9,4536,479.78,13-01-2023,,
O1139,Mouse,Accessories,East,4,4404,793.7,13-01-2023,,
O1140,Monitor,Accessories,North,4,1952,148.67,13-01-2023,,
O1141,Mouse,Accessories,North,3,2004,467.76,13-01-2023,,
O1142,Keyboard,Accessories,South,4,468,131.48,14-01-2023,,
O1143,Smartphone,Electronics,West,9,8667,1597.49,14-01-2023,,
O1144,Printer,Office,West,7,6097,567.32,14-01-2023,,
O1145,Headphones,Accessories,South,9,4752,1415.65,14-01-2023,,
O1146,Keyboard,Accessories,East,1,1172,124.9,15-01-2023,,
O1147,Keyboard,Accessories,North,2,1608,170.29,16-01-2023,,
O1148,Printer,Office,South,7,7595,969.07,16-01-2023,,
O1149,Smartwatch,Electronics,West,1,1142,306.84,16-01-2023,,
O1150,Keyboard,Accessories,North,2,116,13.67,16-01-2023,,
O1151,Smartphone,Electronics,East,9,3951,908.13,16-01-2023,,
O1152,Keyboard,Accessories,East,2,1606,138.96,17-01-2023,,
O1153,Headphones,Accessories,South,3,2025,403,17-01-2023,,
O1154,Smartwatch,Electronics,West,2,2006,235.52,17-01-2023,,
O1155,Camera,Electronics,South,9,9423,652.06,17-01-2023,,
O1156,Laptop,Electronics,North,4,2276,399.94,18-01-2023,,
O1157,Monitor,Accessories,West,5,4880,664.06,18-01-2023,,
O1158,Laptop,Electronics,East,3,1773,183.15,20-01-2023,,
O1159,Smartwatch,Electronics,South,9,2718,195.97,21-01-2023,,
O1160,Headphones,Accessories,East,4,3168,939.45,21-01-2023,,
O1161,Camera,Electronics,West,2,1716,368.06,21-01-2023,,
O1162,Smartphone,Electronics,West,2,214,14.08,21-01-2023,,
O1163,Camera,Electronics,East,2,2092,366.12,21-01-2023,,
O1164,Headphones,Accessories,West,3,225,46.96,22-01-2023,,
O1165,Smartwatch,Electronics,East,1,859,217.67,22-01-2023,,
O1166,Printer,Office,West,2,2070,183.41,22-01-2023,,
O1167,Keyboard,Accessories,South,6,3240,758.19,22-01-2023,,
O1168,Tablet,Electronics,East,2,1748,506.52,23-01-2023,,
O1169,Mouse,Accessories,West,8,2080,108.48,23-01-2023,,
O1170,Smartwatch,Electronics,North,3,2193,521.14,23-01-2023,,
O1171,Headphones,Accessories,West,5,2080,614.77,24-01-2023,,
O1172,Mouse,Accessories,South,5,5070,986.39,24-01-2023,,
O1173,Laptop,Electronics,South,7,469,47.4,24-01-2023,,
O1174,Printer,Office,South,1,802,153.55,25-01-2023,,
O1175,Smartphone,Electronics,West,6,930,213.6,25-01-2023,,
O1176,Smartwatch,Electronics,South,1,495,55.17,25-01-2023,,
O1177,Monitor,Accessories,East,6,4938,847.89,26-01-2023,,
O1178,Tablet,Electronics,South,2,1300,267.46,26-01-2023,,
O1179,Mouse,Accessories,South,7,2100,131.67,27-01-2023,,
O1180,Camera,Electronics,South,2,2248,636.52,27-01-2023,,
O1181,Headphones,Accessories,North,8,7096,991.23,27-01-2023,,
O1182,Headphones,Accessories,East,3,1992,252.21,27-01-2023,,
O1183,Camera,Electronics,South,4,4056,1189.26,27-01-2023,,
O1184,Camera,Electronics,East,2,1986,208.88,28-01-2023,,
O1185,Printer,Office,East,3,1635,196.73,28-01-2023,,
O1186,Smartwatch,Electronics,East,9,3132,443.27,28-01-2023,,
O1187,Smartphone,Electronics,South,8,7064,1554.52,28-01-2023,,
O1188,Camera,Electronics,East,1,907,249.2,28-01-2023,,
O1189,Mouse,Accessories,South,9,7938,1191.41,30-01-2023,,
O1190,Printer,Office,South,4,4360,1207.46,30-01-2023,,
O1191,Keyboard,Accessories,West,3,375,95.04,31-01-2023,,
O1192,Monitor,Accessories,North,7,826,101.01,31-01-2023,,
O1193,Headphones,Accessories,East,1,1011,186.42,31-01-2023,,
O1194,Mouse,Accessories,East,3,807,148.58,31-01-2023,,
O1195,Headphones,Accessories,North,2,1840,367.7,31-01-2023,,
O1196,Keyboard,Accessories,West,5,4550,1039.34,01-02-2023,,
O1197,Smartphone,Electronics,North,9,8793,901.7,01-02-2023,,
O1198,Headphones,Accessories,North,5,310,32.01,01-02-2023,,
O1199,Headphones,Accessories,East,3,1143,275.04,01-02-2023,,
O1200,Monitor,Accessories,West,3,2610,740.21,01-02-2023,,
O1201,Tablet,Electronics,West,6,1494,269.25,01-02-2023,,
O1202,Smartphone,Electronics,North,4,1524,189.32,02-02-2023,,
O1203,Tablet,Electronics,North,9,9441,2171.42,02-02-2023,,
O1204,Smartphone,Electronics,South,4,3520,417.26,02-02-2023,,
O1205,Tablet,Electronics,West,2,390,103.99,02-02-2023,,
O1206,Printer,Office,South,3,3219,255.09,02-02-2023,,
O1207,Laptop,Electronics,North,1,450,75.89,03-02-2023,,
O1208,Smartwatch,Electronics,South,4,828,216.98,03-02-2023,,
O1209,Printer,Office,East,1,1146,152.79,03-02-2023,,
O1210,Monitor,Accessories,West,3,1986,361.33,03-02-2023,,
O1211,Smartwatch,Electronics,North,8,7264,1776.83,03-02-2023,,
O1212,Laptop,Electronics,East,7,7469,915.63,03-02-2023,,
O1213,Laptop,Electronics,South,5,1385,165.55,04-02-2023,,
O1214,Tablet,Electronics,North,4,4556,315.07,04-02-2023,,
O1215,Monitor,Accessories,North,3,456,61.42,04-02-2023,,
O1216,Monitor,Accessories,North,2,1984,125.13,05-02-2023,,
O1217,Smartwatch,Electronics,North,6,5178,1321.58,05-02-2023,,
O1218,Smartwatch,Electronics,West,1,281,30.51,05-02-2023,,
O1219,Monitor,Accessories,South,9,3033,177.92,05-02-2023,,
O1220,Camera,Electronics,East,3,1107,65.88,06-02-2023,,
O1221,Mouse,Accessories,South,3,1446,356.7,07-02-2023,,
O1222,Printer,Office,North,3,1335,263.04,07-02-2023,,
O1223,Mouse,Accessories,South,2,266,20.11,07-02-2023,,
O1224,Smartphone,Electronics,West,6,648,162.3,07-02-2023,,
O1225,Tablet,Electronics,South,2,344,80.87,07-02-2023,,
O1226,Smartphone,Electronics,West,6,5724,1640.19,07-02-2023,,
O1227,Headphones,Accessories,East,5,4920,323.38,08-02-2023,,
O1228,Camera,Electronics,West,5,5440,457.04,08-02-2023,,
O1229,Smartphone,Electronics,West,7,7994,908.65,09-02-2023,,
O1230,Camera,Electronics,South,9,3780,724.36,09-02-2023,,
O1231,Smartphone,Electronics,North,1,1017,209.97,09-02-2023,,
O1232,Smartphone,Electronics,West,6,1578,82.85,10-02-2023,,
O1233,Smartphone,Electronics,South,2,912,161.37,10-02-2023,,
O1234,Laptop,Electronics,West,6,2520,182.59,10-02-2023,,
O1235,Mouse,Accessories,East,8,2632,262.55,10-02-2023,,
O1236,Monitor,Accessories,West,6,6582,729.68,11-02-2023,,
O1237,Camera,Electronics,East,8,3432,172.69,11-02-2023,,
O1238,Keyboard,Accessories,South,2,1030,254.65,11-02-2023,,
O1239,Mouse,Accessories,West,8,1192,289.91,11-02-2023,,
O1240,Printer,Office,West,9,7083,994.47,11-02-2023,,
O1241,Printer,Office,South,7,3675,227.14,12-02-2023,,
O1242,Monitor,Accessories,North,4,4740,833.27,13-02-2023,,
O1243,Headphones,Accessories,East,4,1716,364.96,13-02-2023,,
O1244,Printer,Office,South,7,3528,260.06,13-02-2023,,
O1245,Camera,Electronics,South,3,777,71.72,14-02-2023,,
O1246,Camera,Electronics,East,4,3368,558.93,14-02-2023,,
O1247,Tablet,Electronics,North,4,4240,251.46,15-02-2023,,
O1248,Laptop,Electronics,South,3,3285,292.87,15-02-2023,,
O1249,Smartphone,Electronics,South,6,4872,612.73,15-02-2023,,
O1250,Smartphone,Electronics,East,9,2466,638.41,16-02-2023,,
O1251,Tablet,Electronics,West,5,2465,497.19,16-02-2023,,
O1252,Tablet,Electronics,North,3,612,40.15,16-02-2023,,
O1253,Tablet,Electronics,South,5,4170,658.98,16-02-2023,,
O1254,Camera,Electronics,South,8,1088,160.33,16-02-2023,,
O1255,Keyboard,Accessories,West,2,1626,354.49,18-02-2023,,
O1256,Smartphone,Electronics,North,6,6486,359.49,19-02-2023,,
O1257,Monitor,Accessories,West,8,6968,1226.22,19-02-2023,,
O1258,Smartphone,Electronics,North,1,357,82.86,19-02-2023,,
O1259,Laptop,Electronics,South,1,454,58.4,20-02-2023,,
O1260,Tablet,Electronics,East,3,3582,501.47,20-02-2023,,
O1261,Tablet,Electronics,West,9,3762,484.75,20-02-2023,,
O1262,Smartwatch,Electronics,South,9,6642,394.48,21-02-2023,,
O1263,Monitor,Accessories,West,4,408,45.2,21-02-2023,,
O1264,Tablet,Electronics,West,1,105,25.26,21-02-2023,,
O1265,Tablet,Electronics,West,3,2682,584.69,21-02-2023,,
O1266,Keyboard,Accessories,East,7,497,76.31,22-02-2023,,
O1267,Printer,Office,South,7,4823,420.58,23-02-2023,,
O1268,Smartwatch,Electronics,North,8,4048,666.1,23-02-2023,,
O1269,Printer,Office,South,7,2758,459.02,24-02-2023,,
O1270,Smartphone,Electronics,North,8,4096,266.35,24-02-2023,,
O1271,Printer,Office,North,8,7264,1318,24-02-2023,,
O1272,Mouse,Accessories,East,6,4302,957.38,24-02-2023,,
O1273,Printer,Office,North,7,3297,583.86,24-02-2023,,
O1274,Printer,Office,North,5,5960,1139.78,24-02-2023,,
O1275,Keyboard,Accessories,West,1,386,114.9,25-02-2023,,
O1276,Printer,Office,West,1,684,170.36,26-02-2023,,
O1277,Laptop,Electronics,South,3,1275,168.64,26-02-2023,,
O1278,Mouse,Accessories,North,9,5949,368.51,26-02-2023,,
O1279,Camera,Electronics,East,7,5159,755.22,26-02-2023,,
O1280,Monitor,Accessories,North,4,1100,127.13,27-02-2023,,
O1281,Mouse,Accessories,South,2,290,50.23,27-02-2023,,
O1282,Smartwatch,Electronics,East,8,7144,492.1,27-02-2023,,
O1283,Keyboard,Accessories,West,5,4200,330.48,28-02-2023,,
O1284,Monitor,Accessories,North,6,5022,291.89,01-03-2023,,
O1285,Smartphone,Electronics,West,2,2354,371.34,01-03-2023,,
O1286,Smartphone,Electronics,South,2,2032,149.7,01-03-2023,,
O1287,Printer,Office,South,8,9528,1942.35,01-03-2023,,
O1288,Keyboard,Accessories,South,2,2372,275.88,02-03-2023,,
O1289,Laptop,Electronics,West,3,2703,609.75,02-03-2023,,
O1290,Laptop,Electronics,South,4,1264,267.82,02-03-2023,,
O1291,Smartphone,Electronics,South,4,1624,333.74,02-03-2023,,
O1292,Mouse,Accessories,West,8,2976,507.77,03-03-2023,,
O1293,Headphones,Accessories,West,6,4998,863.82,03-03-2023,,
O1294,Printer,Office,South,1,445,29.57,03-03-2023,,
O1295,Printer,Office,West,1,98,28.57,04-03-2023,,
O1296,Tablet,Electronics,North,7,4102,354.03,04-03-2023,,
O1297,Printer,Office,North,1,1016,171.31,04-03-2023,,
O1298,Headphones,Accessories,South,4,1960,234.88,04-03-2023,,
O1299,Mouse,Accessories,West,7,2751,675.95,05-03-2023,,
O1300,Smartphone,Electronics,East,7,4032,742.98,05-03-2023,,
